Mês,Valores_Previstos
2025-09,"4.212.924.248,50"
2025-10,"4.230.373.141,36"
2025-11,"4.267.168.639,07"
2025-12,"4.285.082.264,67"
2026-01,"4.268.602.683,72"
2026-02,"4.275.817.654,32"
2026-03,"4.277.791.223,65"
2026-04,"4.276.709.617,31"
2026-05,"4.274.741.161,96"
2026-06,"4.281.741.345,48"
2026-07,"4.288.893.030,59"
2026-08,"4.277.583.042,13"
