Mês,Real,Previsto,Erro,Erro %
2024-09,"1.445.737.227,00","1.521.944.048,03","-76.206.821,03","-5,27"
2024-10,"1.435.636.660,00","1.619.452.533,84","-183.815.873,84","-12,80"
2024-11,"1.652.312.719,00","1.661.123.581,37","-8.810.862,37","-0,53"
2024-12,"1.878.052.266,00","1.815.986.064,09","62.066.201,91","3,30"
2025-01,"1.824.992.429,00","1.707.415.200,63","117.577.228,37","6,44"
2025-02,"1.907.155.214,00","1.764.278.663,13","142.876.550,87","7,49"
2025-03,"1.580.551.813,00","1.628.125.829,16","-47.574.016,16","-3,01"
2025-04,"1.589.224.107,00","1.691.416.385,70","-102.192.278,70","-6,43"
2025-05,"1.777.394.982,00","1.776.176.458,03","1.218.523,97","0,07"
2025-06,"1.813.054.346,00","1.729.009.376,20","84.044.969,80","4,64"
2025-07,"1.557.183.183,00","1.653.750.327,51","-96.567.144,51","-6,20"
2025-08,"1.837.429.084,00","1.717.510.309,63","119.918.774,37","6,53"
