Mês,Real,Previsto,Erro,Erro %
2024-09,"1.661.440.353,00","1.823.404.327,10","-161.963.974,10","-9,75"
2024-10,"1.829.467.246,00","1.807.695.553,19","21.771.692,81","1,19"
2024-11,"1.954.182.888,00","1.832.398.685,63","121.784.202,37","6,23"
2024-12,"1.896.548.578,00","1.865.569.388,68","30.979.189,32","1,63"
2025-01,"1.833.908.672,00","1.845.135.490,40","-11.226.818,40","-0,61"
2025-02,"1.515.051.745,00","1.722.924.256,34","-207.872.511,34","-13,72"
2025-03,"1.591.261.952,00","1.717.341.740,36","-126.079.788,36","-7,92"
2025-04,"1.635.795.236,00","1.763.595.530,23","-127.800.294,23","-7,81"
2025-05,"1.691.384.735,00","1.734.541.591,85","-43.156.856,85","-2,55"
2025-06,"1.796.337.780,00","1.802.656.701,23","-6.318.921,23","-0,35"
2025-07,"1.850.529.356,00","1.826.701.893,67","23.827.462,33","1,29"
2025-08,"1.861.893.205,00","1.846.094.620,04","15.798.584,96","0,85"
