Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),557984239.6989241,"557.984.239,70"
MAE (Mean Absolute Error),457220477.53584236,"457.220.477,54"
MAPE (Mean Absolute % Error),9.95125461439902,"9,95"
