Mês,Real,Previsto,Erro,Erro %
2024-09,"325.552.464,90","352.069.035,24","-26.516.570,34","-8,15"
2024-10,"339.108.861,90","340.468.061,19","-1.359.199,29","-0,40"
2024-11,"338.164.874,90","322.807.227,94","15.357.646,96","4,54"
2024-12,"662.934.080,80","566.927.707,17","96.006.373,63","14,48"
2025-01,"311.221.040,60","316.247.615,47","-5.026.574,87","-1,62"
2025-02,"332.225.362,30","323.991.496,96","8.233.865,34","2,48"
2025-03,"333.021.002,60","352.951.259,66","-19.930.257,06","-5,98"
2025-04,"342.522.504,10","345.151.327,47","-2.628.823,37","-0,77"
2025-05,"399.523.886,80","375.529.421,78","23.994.465,02","6,01"
2025-06,"368.739.137,00","356.752.527,39","11.986.609,61","3,25"
2025-07,"359.133.867,10","357.335.558,76","1.798.308,34","0,50"
2025-08,"359.422.419,60","385.526.235,41","-26.103.815,81","-7,26"
