Mês,Valores_Previstos
2025-09,"289.329.486,14"
2025-10,"309.384.680,04"
2025-11,"380.230.551,91"
2025-12,"419.548.906,82"
2026-01,"402.536.654,37"
2026-02,"506.999.382,37"
2026-03,"346.475.245,96"
2026-04,"359.446.987,26"
2026-05,"433.583.781,94"
2026-06,"433.992.367,09"
2026-07,"295.430.483,35"
2026-08,"367.272.590,14"
