Mês,Real,Previsto,Erro,Erro %
2024-09,"519.664.782,70","457.259.436,21","62.405.346,49","12,01"
2024-10,"998.417.629,60","453.483.284,89","544.934.344,71","54,58"
2024-11,"700.490.151,20","490.635.398,24","209.854.752,96","29,96"
2024-12,"1.211.046.111,00","742.231.414,82","468.814.696,18","38,71"
2025-01,"309.024.905,70","330.498.593,00","-21.473.687,30","-6,95"
2025-02,"457.216.522,30","398.499.447,49","58.717.074,81","12,84"
2025-03,"451.041.444,50","440.505.818,70","10.535.625,80","2,34"
2025-04,"410.039.750,00","439.344.351,13","-29.304.601,13","-7,15"
2025-05,"460.911.233,60","508.159.698,54","-47.248.464,94","-10,25"
2025-06,"443.648.179,60","474.842.031,46","-31.193.851,86","-7,03"
2025-07,"471.935.609,10","529.683.802,71","-57.748.193,61","-12,24"
2025-08,"434.402.372,10","525.522.510,76","-91.120.138,66","-20,98"
