Mês,Real,Previsto,Erro,Erro %
2024-09,"207.125.105,40","197.335.842,99","9.789.262,41","4,73"
2024-10,"203.592.029,50","203.810.547,50","-218.518,00","-0,11"
2024-11,"204.726.869,50","202.473.569,11","2.253.300,39","1,10"
2024-12,"465.242.753,70","371.714.864,22","93.527.889,48","20,10"
2025-01,"127.734.928,60","113.331.556,38","14.403.372,22","11,28"
2025-02,"191.385.545,00","171.870.748,64","19.514.796,36","10,20"
2025-03,"204.406.173,00","187.770.139,45","16.636.033,55","8,14"
2025-04,"241.491.740,90","188.229.130,90","53.262.610,00","22,06"
2025-05,"223.896.661,80","190.147.498,20","33.749.163,60","15,07"
2025-06,"222.733.664,70","202.688.575,44","20.045.089,26","9,00"
2025-07,"229.195.449,00","211.590.170,64","17.605.278,36","7,68"
2025-08,"224.491.869,10","202.142.879,67","22.348.989,43","9,96"
