Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),542406686.4093202,"542.406.686,41"
MAE (Mean Absolute Error),434878774.6004293,"434.878.774,60"
MAPE (Mean Absolute % Error),8.041784577074464,"8,04"
