Mês,Valores_Previstos
2025-09,"37.939.824,44"
2025-10,"37.939.824,44"
2025-11,"37.939.824,44"
2025-12,"37.939.824,44"
2026-01,"37.939.824,44"
2026-02,"37.939.824,44"
2026-03,"37.939.824,44"
2026-04,"37.939.824,44"
2026-05,"37.939.824,44"
2026-06,"37.939.824,44"
2026-07,"37.939.824,44"
2026-08,"37.939.824,44"
