Mês,Real,Previsto,Erro,Erro %
2024-09,"839.141.069,70","967.660.507,43","-128.519.437,73","-15,32"
2024-10,"794.319.820,90","976.268.147,67","-181.948.326,77","-22,91"
2024-11,"1.145.724.099,00","1.074.109.640,44","71.614.458,56","6,25"
2024-12,"1.444.669.724,00","1.374.541.026,78","70.128.697,22","4,85"
2025-01,"924.911.735,90","1.014.318.736,43","-89.407.000,53","-9,67"
2025-02,"1.113.782.105,00","1.195.058.964,65","-81.276.859,65","-7,30"
2025-03,"886.059.680,80","1.041.049.618,03","-154.989.937,23","-17,49"
2025-04,"883.513.419,90","1.040.323.420,62","-156.810.000,72","-17,75"
2025-05,"1.032.735.600,00","1.097.967.840,70","-65.232.240,70","-6,32"
2025-06,"1.105.907.805,00","1.150.492.015,53","-44.584.210,53","-4,03"
2025-07,"782.121.782,90","1.059.679.355,18","-277.557.572,28","-35,49"
2025-08,"915.700.767,90","1.070.892.245,19","-155.191.477,29","-16,95"
