Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),519785535.05327845,"519.785.535,05"
MAE (Mean Absolute Error),427506310.7128172,"427.506.310,71"
MAPE (Mean Absolute % Error),7.5846283564598975,"7,58"
