Mês,Valores_Previstos
2025-09,"834.541.579,04"
2025-10,"857.239.690,69"
2025-11,"812.658.834,08"
2025-12,"827.311.871,86"
2026-01,"835.021.793,47"
2026-02,"823.047.630,26"
2026-03,"795.567.109,48"
2026-04,"831.135.123,68"
2026-05,"818.486.505,08"
2026-06,"817.825.168,62"
2026-07,"833.172.242,48"
2026-08,"844.208.917,52"
