Mês,Real,Previsto,Erro,Erro %
2024-09,"128.910.054,70","127.783.451,46","1.126.603,24","0,87"
2024-10,"130.417.433,10","127.111.100,00","3.306.333,10","2,54"
2024-11,"156.459.661,50","122.201.416,85","34.258.244,65","21,90"
2024-12,"248.755.724,60","172.616.589,33","76.139.135,27","30,61"
2025-01,"168.507.171,70","124.116.374,71","44.390.796,99","26,34"
2025-02,"129.925.828,60","120.897.447,61","9.028.380,99","6,95"
2025-03,"174.915.635,30","137.998.796,48","36.916.838,82","21,11"
2025-04,"128.922.657,90","129.991.319,54","-1.068.661,64","-0,83"
2025-05,"172.719.315,70","134.285.278,28","38.434.037,42","22,25"
2025-06,"147.412.072,50","136.927.088,49","10.484.984,01","7,11"
2025-07,"171.585.470,80","132.474.779,39","39.110.691,41","22,79"
2025-08,"172.140.132,70","134.580.602,40","37.559.530,30","21,82"
