Mês,Real,Previsto,Erro,Erro %
2024-09,"95.639.549,33","38.654.934,51","56.984.614,82","59,58"
2024-10,"101.622.416,30","41.735.411,53","59.887.004,77","58,93"
2024-11,"84.087.890,37","39.255.322,39","44.832.567,98","53,32"
2024-12,"55.962.780,50","39.868.915,19","16.093.865,31","28,76"
2025-01,"227.428.319,40","218.080.829,87","9.347.489,53","4,11"
2025-02,"552.113.663,30","550.236.401,39","1.877.261,91","0,34"
2025-03,"187.306.605,30","208.508.719,99","-21.202.114,69","-11,32"
2025-04,"159.568.711,10","177.396.764,26","-17.828.053,16","-11,17"
2025-05,"144.097.652,60","132.502.203,67","11.595.448,93","8,05"
2025-06,"127.886.356,80","105.695.980,01","22.190.376,79","17,35"
2025-07,"127.024.491,70","103.702.428,24","23.322.063,46","18,36"
2025-08,"109.712.696,30","50.709.612,57","59.003.083,73","53,78"
