Mês,Valores_Previstos
2025-09,"86.701.522,38"
2025-10,"86.844.524,04"
2025-11,"86.791.686,25"
2025-12,"86.725.512,05"
2026-01,"86.535.701,53"
2026-02,"86.657.609,13"
2026-03,"86.872.093,62"
2026-04,"87.015.797,57"
2026-05,"86.916.586,70"
2026-06,"86.871.358,91"
2026-07,"86.985.519,65"
2026-08,"87.069.863,48"
