Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),32963020.589198224,"32.963.020,59"
MAE (Mean Absolute Error),24206096.807394788,"24.206.096,81"
MAPE (Mean Absolute % Error),14.214610316682144,"14,21"
