Mês,Real,Previsto,Erro,Erro %
2024-09,"23.460.855,34","24.252.406,04","-791.550,70","-3,37"
2024-10,"33.263.791,25","24.252.406,04","9.011.385,21","27,09"
2024-11,"23.037.094,05","24.252.406,04","-1.215.311,99","-5,28"
2024-12,"30.011.183,68","24.252.406,04","5.758.777,64","19,19"
2025-01,"21.218.048,04","24.252.406,04","-3.034.358,00","-14,30"
2025-02,"24.576.722,44","24.252.406,04","324.316,40","1,32"
2025-03,"24.976.372,46","24.252.406,04","723.966,42","2,90"
2025-04,"25.517.203,04","24.252.406,04","1.264.797,00","4,96"
2025-05,"25.160.087,41","24.252.406,04","907.681,37","3,61"
2025-06,"27.215.333,22","24.252.406,04","2.962.927,18","10,89"
2025-07,"28.251.663,10","24.252.406,04","3.999.257,06","14,16"
2025-08,"27.880.702,01","24.252.406,04","3.628.295,97","13,01"
