Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),251976960.51027086,"251.976.960,51"
MAE (Mean Absolute Error),229053085.0272673,"229.053.085,03"
MAPE (Mean Absolute % Error),17.558350752851457,"17,56"
