Mês,Real,Previsto,Erro,Erro %
2024-09,"750.288.524,80","874.041.091,56","-123.752.566,76","-16,49"
2024-10,"738.557.754,90","880.982.769,28","-142.425.014,38","-19,28"
2024-11,"902.624.419,40","890.011.264,31","12.613.155,09","1,40"
2024-12,"1.067.459.662,00","893.089.778,81","174.369.883,19","16,34"
2025-01,"864.586.386,30","889.426.950,96","-24.840.564,66","-2,87"
2025-02,"1.095.859.663,00","891.786.956,93","204.072.706,07","18,62"
2025-03,"806.905.226,60","883.987.371,69","-77.082.145,09","-9,55"
2025-04,"801.688.209,10","888.433.541,67","-86.745.332,57","-10,82"
2025-05,"1.117.028.182,00","891.610.928,54","225.417.253,46","20,18"
2025-06,"1.034.022.667,00","890.846.486,83","143.176.180,17","13,85"
2025-07,"785.840.245,40","883.156.609,58","-97.316.364,18","-12,38"
2025-08,"916.352.271,40","890.413.016,34","25.939.255,06","2,83"
