Mês,Real,Previsto,Erro,Erro %
2024-09,"5.045.376,04","5.707.853,56","-662.477,52","-13,13"
2024-10,"5.320.361,24","6.011.525,70","-691.164,46","-12,99"
2024-11,"6.533.677,70","5.586.726,86","946.950,84","14,49"
2024-12,"7.523.052,29","8.227.645,31","-704.593,02","-9,37"
2025-01,"6.001.339,06","5.249.045,06","752.294,00","12,54"
2025-02,"5.696.774,06","5.235.739,71","461.034,35","8,09"
2025-03,"5.848.454,31","6.662.841,98","-814.387,67","-13,92"
2025-04,"6.005.241,54","5.487.647,97","517.593,57","8,62"
2025-05,"4.537.527,66","5.764.952,89","-1.227.425,23","-27,05"
2025-06,"6.769.703,76","6.604.977,30","164.726,46","2,43"
2025-07,"7.688.517,56","7.739.039,37","-50.521,81","-0,66"
2025-08,"5.464.099,61","6.717.166,65","-1.253.067,04","-22,93"
