Mês,Valores_Previstos
2025-09,"7.628.094.312,69"
2025-10,"7.902.654.202,78"
2025-11,"8.057.926.139,89"
2025-12,"8.883.703.076,61"
2026-01,"7.997.676.107,04"
2026-02,"8.145.642.487,04"
2026-03,"7.822.623.322,71"
2026-04,"8.115.363.814,33"
2026-05,"8.231.092.016,05"
2026-06,"8.095.586.251,94"
2026-07,"8.004.371.926,66"
2026-08,"8.321.468.272,26"
