Mês,Real,Previsto,Erro,Erro %
2024-09,"7.716.893,87","8.406.683,97","-689.790,10","-8,94"
2024-10,"6.292.140,57","9.656.909,23","-3.364.768,66","-53,48"
2024-11,"7.241.223,23","8.768.384,13","-1.527.160,90","-21,09"
2024-12,"10.833.671,29","9.751.952,97","1.081.718,32","9,98"
2025-01,"7.599.913,71","9.096.837,94","-1.496.924,23","-19,70"
2025-02,"6.780.702,54","9.876.097,95","-3.095.395,41","-45,65"
2025-03,"12.455.980,02","9.399.818,80","3.056.161,22","24,54"
2025-04,"8.807.004,03","10.022.539,95","-1.215.535,92","-13,80"
2025-05,"8.228.076,10","9.683.282,62","-1.455.206,52","-17,69"
2025-06,"9.935.218,37","10.186.065,63","-250.847,26","-2,52"
2025-07,"8.509.673,28","9.951.792,72","-1.442.119,44","-16,95"
2025-08,"6.530.753,26","10.362.680,62","-3.831.927,36","-58,68"
