Mês,Valores_Previstos
2025-09,"972.159.079,72"
2025-10,"1.043.635.146,06"
2025-11,"1.283.962.598,93"
2025-12,"1.392.257.106,02"
2026-01,"1.308.223.458,46"
2026-02,"1.686.057.992,58"
2026-03,"1.141.979.845,43"
2026-04,"1.183.750.526,32"
2026-05,"1.407.572.006,01"
2026-06,"1.404.762.653,34"
2026-07,"945.999.401,58"
2026-08,"1.209.340.162,29"
