Mês,Real,Previsto,Erro,Erro %
2024-09,"99.148.610,37","-41.994.744,28","141.143.354,65","142,36"
2024-10,"75.325.586,39","-38.449.858,72","113.775.445,11","151,04"
2024-11,"51.365.523,32","44.926.715,27","6.438.808,05","12,54"
2024-12,"1.981.787.352,00","1.928.668.004,11","53.119.347,89","2,68"
2025-01,"629.737.058,60","725.863.976,36","-96.126.917,76","-15,26"
2025-02,"388.436.460,30","314.828.409,81","73.608.050,49","18,95"
2025-03,"487.497.611,20","448.786.978,76","38.710.632,44","7,94"
2025-04,"1.005.902.551,00","718.867.395,37","287.035.155,63","28,54"
2025-05,"539.323.183,30","78.895.188,40","460.427.994,90","85,37"
2025-06,"285.828.188,90","295.591.136,46","-9.762.947,56","-3,42"
2025-07,"234.747.514,60","69.254.559,71","165.492.954,89","70,50"
2025-08,"159.581.615,10","-44.323.797,51","203.905.412,61","127,78"
