Mês,Real,Previsto,Erro,Erro %
2024-09,"436.180.854,90","424.660.350,88","11.520.504,02","2,64"
2024-10,"452.754.528,30","505.229.994,95","-52.475.466,65","-11,59"
2024-11,"609.739.461,20","569.772.821,42","39.966.639,78","6,55"
2024-12,"679.708.721,60","608.395.459,12","71.313.262,48","10,49"
2025-01,"535.175.631,40","546.995.613,01","-11.819.981,61","-2,21"
2025-02,"806.611.655,10","720.197.510,62","86.414.144,48","10,71"
2025-03,"513.313.480,60","535.165.899,29","-21.852.418,69","-4,26"
2025-04,"509.729.620,70","551.266.029,67","-41.536.408,97","-8,15"
2025-05,"661.364.518,30","581.398.956,14","79.965.562,16","12,09"
2025-06,"721.558.981,80","609.751.172,12","111.807.809,68","15,50"
2025-07,"418.727.243,00","478.751.754,11","-60.024.511,11","-14,33"
2025-08,"573.427.488,60","579.529.468,57","-6.101.979,97","-1,06"
