Mês,Real,Previsto,Erro,Erro %
2024-09,"7.716.893,87","8.719.586,14","-1.002.692,27","-12,99"
2024-10,"6.292.140,57","8.632.471,84","-2.340.331,27","-37,19"
2024-11,"7.241.223,23","10.234.827,97","-2.993.604,74","-41,34"
2024-12,"10.833.671,29","10.722.700,55","110.970,74","1,02"
2025-01,"7.599.913,71","9.213.254,84","-1.613.341,13","-21,23"
2025-02,"6.780.702,54","8.961.200,58","-2.180.498,04","-32,16"
2025-03,"12.455.980,02","9.960.503,78","2.495.476,24","20,03"
2025-04,"8.807.004,03","9.476.401,18","-669.397,15","-7,60"
2025-05,"8.228.076,10","10.356.180,06","-2.128.103,96","-25,86"
2025-06,"9.935.218,37","10.236.919,23","-301.700,86","-3,04"
2025-07,"8.509.673,28","11.019.150,07","-2.509.476,79","-29,49"
2025-08,"6.530.753,26","10.383.674,89","-3.852.921,63","-59,00"
