Mês,Valores_Previstos
2025-09,"3.439.964.136,43"
2025-10,"3.509.200.392,67"
2025-11,"3.517.959.293,21"
2025-12,"3.578.396.592,46"
2026-01,"3.580.270.217,42"
2026-02,"3.422.594.671,23"
2026-03,"3.426.354.998,64"
2026-04,"3.524.295.158,75"
2026-05,"3.446.811.584,54"
2026-06,"3.518.855.467,83"
2026-07,"3.530.065.451,75"
2026-08,"3.593.537.723,05"
