Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),906601.868446528,"906.601,87"
MAE (Mean Absolute Error),742688.4903177274,"742.688,49"
MAPE (Mean Absolute % Error),12.607229273157309,"12,61"
