Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),126534997.70834559,"126.534.997,71"
MAE (Mean Absolute Error),92370239.8278109,"92.370.239,83"
MAPE (Mean Absolute % Error),6.995096692798055,"7,00"
