Mês,Real,Previsto,Erro,Erro %
2024-09,"3.408.970.114,00","3.519.909.016,78","-110.938.902,78","-3,25"
2024-10,"3.185.942.107,00","3.550.350.293,21","-364.408.186,21","-11,44"
2024-11,"3.677.824.968,00","3.720.347.163,13","-42.522.195,13","-1,16"
2024-12,"3.485.189.924,00","3.701.891.067,38","-216.701.143,38","-6,22"
2025-01,"4.497.271.694,00","3.824.395.756,64","672.875.937,36","14,96"
2025-02,"4.052.693.225,00","3.887.549.085,36","165.144.139,64","4,07"
2025-03,"3.434.749.819,00","4.038.562.792,83","-603.812.973,83","-17,58"
2025-04,"3.495.964.812,00","3.770.599.473,37","-274.634.661,37","-7,86"
2025-05,"3.651.969.993,00","3.801.706.272,67","-149.736.279,67","-4,10"
2025-06,"3.856.176.505,00","3.863.913.178,56","-7.736.673,56","-0,20"
2025-07,"3.342.471.383,00","3.799.154.830,71","-456.683.447,71","-13,66"
2025-08,"3.978.227.720,00","3.798.683.229,01","179.544.490,99","4,51"
