Mês,Real,Previsto,Erro,Erro %
2024-09,"750.288.524,80","788.431.350,80","-38.142.826,00","-5,08"
2024-10,"738.557.754,90","803.370.083,07","-64.812.328,17","-8,78"
2024-11,"902.624.419,40","892.890.552,91","9.733.866,49","1,08"
2024-12,"1.067.459.662,00","1.052.344.448,59","15.115.213,41","1,42"
2025-01,"864.586.386,30","883.665.721,19","-19.079.334,89","-2,21"
2025-02,"1.095.859.663,00","1.026.245.775,01","69.613.887,99","6,35"
2025-03,"806.905.226,60","857.416.065,15","-50.510.838,55","-6,26"
2025-04,"801.688.209,10","884.262.641,34","-82.574.432,24","-10,30"
2025-05,"1.117.028.182,00","960.187.126,77","156.841.055,23","14,04"
2025-06,"1.034.022.667,00","950.683.118,40","83.339.548,60","8,06"
2025-07,"785.840.245,40","866.306.889,69","-80.466.644,29","-10,24"
2025-08,"916.352.271,40","935.528.267,06","-19.175.995,66","-2,09"
