Mês,Real,Previsto,Erro,Erro %
2024-09,"1.053.601.753,00","1.154.020.360,46","-100.418.607,46","-9,53"
2024-10,"1.304.547.513,00","1.255.175.975,81","49.371.537,19","3,78"
2024-11,"1.239.731.425,00","1.381.379.506,15","-141.648.081,15","-11,43"
2024-12,"1.680.473.080,00","1.489.401.433,35","191.071.646,65","11,37"
2025-01,"1.283.847.187,00","1.287.608.646,13","-3.761.459,13","-0,29"
2025-02,"1.414.980.847,00","1.365.157.084,66","49.823.762,34","3,52"
2025-03,"1.152.856.056,00","1.173.293.014,20","-20.436.958,20","-1,77"
2025-04,"1.194.129.993,00","1.224.545.755,71","-30.415.762,71","-2,55"
2025-05,"1.325.641.844,00","1.325.332.484,57","309.359,43","0,02"
2025-06,"1.313.957.936,00","1.320.188.113,76","-6.230.177,76","-0,47"
2025-07,"1.184.066.037,00","1.230.614.916,00","-46.548.879,00","-3,93"
2025-08,"1.229.302.034,00","1.321.323.882,32","-92.021.848,32","-7,49"
