Mês,Valores_Previstos
2025-09,"1.982.746.860,57"
2025-10,"2.027.760.849,24"
2025-11,"2.163.696.892,46"
2025-12,"2.462.322.870,60"
2026-01,"2.191.191.869,39"
2026-02,"2.341.772.097,03"
2026-03,"2.115.715.508,15"
2026-04,"2.188.757.597,65"
2026-05,"2.265.037.946,13"
2026-06,"2.255.111.162,23"
2026-07,"2.178.024.110,17"
2026-08,"2.224.945.709,94"
