Mês,Real,Previsto,Erro,Erro %
2024-09,"1.442.581.835,00","1.579.698.559,27","-137.116.724,27","-9,50"
2024-10,"1.440.392.851,00","1.563.671.121,19","-123.278.270,19","-8,56"
2024-11,"1.600.759.624,00","1.682.839.063,09","-82.079.439,09","-5,13"
2024-12,"2.118.052.033,00","1.927.816.896,35","190.235.136,65","8,98"
2025-01,"1.614.279.367,00","1.667.673.118,67","-53.393.751,67","-3,31"
2025-02,"1.803.410.672,00","1.789.705.286,87","13.705.385,13","0,76"
2025-03,"1.627.937.674,00","1.621.721.930,48","6.215.743,52","0,38"
2025-04,"1.588.074.302,00","1.705.797.112,65","-117.722.810,65","-7,41"
2025-05,"1.892.312.058,00","1.814.051.033,28","78.261.024,72","4,14"
2025-06,"1.865.011.084,00","1.797.180.691,06","67.830.392,94","3,64"
2025-07,"1.800.320.701,00","1.760.359.055,24","39.961.645,76","2,22"
2025-08,"1.931.010.345,00","1.787.310.251,09","143.700.093,91","7,44"
