Mês,Real,Previsto,Erro,Erro %
2024-09,"7.231.808,07","7.359.579,24","-127.771,17","-1,77"
2024-10,"8.024.690,25","7.527.388,46","497.301,79","6,20"
2024-11,"4.286.104,64","7.985.417,68","-3.699.313,04","-86,31"
2024-12,"8.035.241,70","8.173.164,37","-137.922,67","-1,72"
2025-01,"9.781.098,42","6.954.069,20","2.827.029,22","28,90"
2025-02,"7.267.840,98","7.052.139,94","215.701,04","2,97"
2025-03,"4.832.706,45","7.179.173,16","-2.346.466,71","-48,55"
2025-04,"4.803.475,55","7.187.403,22","-2.383.927,67","-49,63"
2025-05,"4.777.379,05","7.515.126,74","-2.737.747,69","-57,31"
2025-06,"6.561.282,84","7.415.988,31","-854.705,47","-13,03"
2025-07,"10.070.364,66","7.642.693,17","2.427.671,49","24,11"
2025-08,"4.880.255,78","8.909.619,93","-4.029.364,15","-82,56"
