Mês,Real,Previsto,Erro,Erro %
2024-09,"561.026.098,90","593.633.153,59","-32.607.054,69","-5,81"
2024-10,"578.013.283,70","622.755.582,13","-44.742.298,43","-7,74"
2024-11,"703.835.758,40","684.630.838,63","19.204.919,77","2,73"
2024-12,"797.889.513,60","785.395.145,42","12.494.368,18","1,57"
2025-01,"648.127.652,60","643.987.304,68","4.140.347,92","0,64"
2025-02,"891.373.253,90","764.529.042,69","126.844.211,21","14,23"
2025-03,"625.488.303,60","631.516.342,25","-6.028.038,65","-0,96"
2025-04,"671.277.170,30","679.603.763,91","-8.326.593,61","-1,24"
2025-05,"711.820.443,10","687.083.821,29","24.736.621,81","3,48"
2025-06,"799.627.459,80","698.276.047,59","101.351.412,21","12,67"
2025-07,"580.742.343,10","622.707.576,31","-41.965.233,21","-7,23"
2025-08,"752.167.905,70","671.958.728,80","80.209.176,90","10,66"
