Mês,Valores_Previstos
2025-09,"620.611.763,45"
2025-10,"654.754.294,86"
2025-11,"1.021.784.404,37"
2025-12,"1.112.748.570,58"
2026-01,"595.727.959,43"
2026-02,"677.413.354,81"
2026-03,"614.542.160,35"
2026-04,"628.522.621,70"
2026-05,"630.048.322,31"
2026-06,"639.171.674,97"
2026-07,"635.071.044,50"
2026-08,"630.539.381,43"
