Mês,Real,Previsto,Erro,Erro %
2024-09,"4.712.939.970,00","4.938.899.046,83","-225.959.076,83","-4,79"
2024-10,"4.760.204.964,00","4.856.840.358,57","-96.635.394,57","-2,03"
2024-11,"5.124.888.180,00","4.997.705.777,86","127.182.402,14","2,48"
2024-12,"5.175.291.040,00","5.197.355.324,51","-22.064.284,51","-0,43"
2025-01,"5.509.956.845,00","5.232.614.384,92","277.342.460,08","5,03"
2025-02,"4.774.573.226,00","4.754.728.417,09","19.844.808,91","0,42"
2025-03,"4.956.687.413,00","4.774.854.022,28","181.833.390,72","3,67"
2025-04,"5.767.810.652,00","4.997.192.509,34","770.618.142,66","13,36"
2025-05,"5.012.354.342,00","4.857.446.996,99","154.907.345,01","3,09"
2025-06,"5.173.860.958,00","4.907.597.651,54","266.263.306,46","5,15"
2025-07,"4.983.940.328,00","4.894.313.965,03","89.626.362,97","1,80"
2025-08,"4.839.785.734,00","4.885.426.866,48","-45.641.132,48","-0,94"
