Mês,Real,Previsto,Erro,Erro %
2024-09,"7.506.737.040,00","7.939.665.388,99","-432.928.348,99","-5,77"
2024-10,"7.423.657.187,00","7.906.246.831,82","-482.589.644,82","-6,50"
2024-11,"7.905.549.249,00","8.205.243.612,54","-299.694.363,54","-3,79"
2024-12,"9.384.736.817,00","9.123.359.173,61","261.377.643,39","2,79"
2025-01,"11.121.877.360,00","10.146.885.332,08","974.992.027,92","8,77"
2025-02,"8.442.991.099,00","8.311.225.415,49","131.765.683,51","1,56"
2025-03,"8.261.327.134,00","8.582.890.438,13","-321.563.304,13","-3,89"
2025-04,"8.333.064.837,00","8.503.408.293,52","-170.343.456,52","-2,04"
2025-05,"7.871.263.059,00","8.453.734.379,24","-582.471.320,24","-7,40"
2025-06,"8.370.662.208,00","8.329.061.909,71","41.600.298,29","0,50"
2025-07,"7.855.979.218,00","8.319.126.804,89","-463.147.586,89","-5,90"
2025-08,"8.583.694.092,00","8.739.973.994,52","-156.279.902,52","-1,82"
