Mês,Valores_Previstos
2025-09,"1.217.233.516,69"
2025-10,"1.369.401.234,10"
2025-11,"1.443.509.913,84"
2025-12,"1.655.677.856,64"
2026-01,"1.383.540.104,63"
2026-02,"1.476.419.186,50"
2026-03,"1.254.346.546,07"
2026-04,"1.303.691.465,41"
2026-05,"1.413.196.809,28"
2026-06,"1.405.432.090,16"
2026-07,"1.300.771.330,71"
2026-08,"1.395.252.342,57"
