Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),80961132.0878553,"80.961.132,09"
MAE (Mean Absolute Error),73062597.30921434,"73.062.597,31"
MAPE (Mean Absolute % Error),9.377655708244458,"9,38"
