Mês,Real,Previsto,Erro,Erro %
2024-09,"235.726.717,50","243.787.097,56","-8.060.380,06","-3,42"
2024-10,"266.295.116,90","255.723.075,49","10.572.041,41","3,97"
2024-11,"247.432.984,10","380.892.250,60","-133.459.266,50","-53,94"
2024-12,"430.710.464,10","388.356.299,11","42.354.164,99","9,83"
2025-01,"228.692.271,90","238.017.307,53","-9.325.035,63","-4,08"
2025-02,"237.404.136,50","240.858.199,30","-3.454.062,80","-1,45"
2025-03,"237.347.819,10","243.558.384,08","-6.210.564,98","-2,62"
2025-04,"246.973.326,80","252.179.758,54","-5.206.431,74","-2,11"
2025-05,"255.667.405,40","266.369.967,33","-10.702.561,93","-4,19"
2025-06,"263.664.264,40","276.159.015,76","-12.494.751,36","-4,74"
2025-07,"264.136.219,70","270.921.686,11","-6.785.466,41","-2,57"
2025-08,"267.478.759,90","273.627.825,32","-6.149.065,42","-2,30"
