Mês,Real,Previsto,Erro,Erro %
2024-09,"7.179.563.884,00","7.060.396.739,12","119.167.144,88","1,66"
2024-10,"7.490.253.789,00","7.063.844.464,01","426.409.324,99","5,69"
2024-11,"7.311.642.017,00","7.084.642.147,17","226.999.869,83","3,10"
2024-12,"10.461.634.770,00","7.098.904.803,67","3.362.729.966,33","32,14"
2025-01,"7.924.415.954,00","7.056.856.431,39","867.559.522,61","10,95"
2025-02,"7.307.647.008,00","7.040.873.161,89","266.773.846,11","3,65"
2025-03,"7.260.442.915,00","7.051.418.442,02","209.024.472,98","2,88"
2025-04,"9.265.706.482,00","7.056.351.007,99","2.209.355.474,01","23,84"
2025-05,"7.757.410.886,00","7.025.649.519,06","731.761.366,94","9,43"
2025-06,"7.413.017.978,00","7.054.169.931,26","358.848.046,74","4,84"
2025-07,"7.070.258.403,00","7.060.809.899,32","9.448.503,68","0,13"
2025-08,"7.381.045.278,00","7.062.413.318,85","318.631.959,15","4,32"
