Mês,Real,Previsto,Erro,Erro %
2024-09,"1.317.408.956,00","1.200.614.545,65","116.794.410,35","8,87"
2024-10,"1.153.292.607,00","1.140.911.328,53","12.381.278,47","1,07"
2024-11,"1.390.182.058,00","1.198.785.280,03","191.396.777,97","13,77"
2024-12,"1.335.801.775,00","1.112.792.768,61","223.009.006,39","16,69"
2025-01,"1.284.014.020,00","1.176.136.309,49","107.877.710,51","8,40"
2025-02,"1.174.200.927,00","1.189.087.400,35","-14.886.473,35","-1,27"
2025-03,"1.047.895.831,00","1.233.344.251,28","-185.448.420,28","-17,70"
2025-04,"1.210.102.116,00","1.262.441.572,15","-52.339.456,15","-4,33"
2025-05,"1.167.219.600,00","1.198.506.662,14","-31.287.062,14","-2,68"
2025-06,"1.307.495.057,00","1.273.509.055,19","33.986.001,81","2,60"
2025-07,"1.395.414.210,00","1.230.395.782,56","165.018.427,44","11,83"
2025-08,"1.356.464.127,00","1.280.302.598,24","76.161.528,76","5,61"
