Mês,Real,Previsto,Erro,Erro %
2024-09,"83.998.771,06","92.824.004,19","-8.825.233,13","-10,51"
2024-10,"89.601.530,31","98.273.380,02","-8.671.849,71","-9,68"
2024-11,"115.692.020,10","116.173.286,98","-481.266,88","-0,42"
2024-12,"127.349.882,10","121.833.574,38","5.516.307,72","4,33"
2025-01,"116.829.396,60","118.692.481,79","-1.863.085,19","-1,59"
2025-02,"155.911.833,80","140.494.441,34","15.417.392,46","9,89"
2025-03,"102.848.847,20","106.474.265,89","-3.625.418,69","-3,52"
2025-04,"104.627.471,50","110.885.201,74","-6.257.730,24","-5,98"
2025-05,"133.358.993,40","125.585.564,77","7.773.428,63","5,83"
2025-06,"136.567.456,60","131.231.847,37","5.335.609,23","3,91"
2025-07,"84.069.225,59","85.471.476,56","-1.402.250,97","-1,67"
2025-08,"111.102.838,10","117.700.589,03","-6.597.750,93","-5,94"
