Mês,Real,Previsto,Erro,Erro %
2024-09,"6.667.459.042,00","6.599.620.726,79","67.838.315,21","1,02"
2024-10,"8.402.628.823,00","6.344.314.161,51","2.058.314.661,49","24,50"
2024-11,"9.877.449.970,00","9.357.983.895,49","519.466.074,51","5,26"
2024-12,"7.522.996.240,00","7.393.706.311,98","129.289.928,02","1,72"
2025-01,"8.026.404.144,00","7.024.564.019,60","1.001.840.124,40","12,48"
2025-02,"11.463.266.820,00","8.849.470.745,46","2.613.796.074,54","22,80"
2025-03,"7.126.040.492,00","7.156.863.801,80","-30.823.309,80","-0,43"
2025-04,"7.207.540.736,00","6.915.438.374,47","292.102.361,53","4,05"
2025-05,"10.507.506.210,00","8.757.140.090,81","1.750.366.119,19","16,66"
2025-06,"7.552.810.038,00","6.861.565.904,76","691.244.133,24","9,15"
2025-07,"6.765.565.304,00","6.869.947.666,98","-104.382.362,98","-1,54"
2025-08,"9.406.934.755,00","9.225.021.655,54","181.913.099,46","1,93"
