Mês,Valores_Previstos
2025-09,"265.162.426,67"
2025-10,"285.703.825,92"
2025-11,"283.126.597,62"
2025-12,"455.241.051,65"
2026-01,"257.183.879,70"
2026-02,"265.960.510,00"
2026-03,"267.327.029,57"
2026-04,"275.726.012,50"
2026-05,"282.629.797,72"
2026-06,"288.398.096,21"
2026-07,"288.360.055,89"
2026-08,"291.241.564,65"
