Mês,Real,Previsto,Erro,Erro %
2024-09,"5.807.023.188,00","5.732.001.041,91","75.022.146,09","1,29"
2024-10,"5.727.427.895,00","5.880.488.070,29","-153.060.175,29","-2,67"
2024-11,"5.783.771.751,00","5.911.677.577,75","-127.905.826,75","-2,21"
2024-12,"6.423.534.669,00","6.025.797.082,03","397.737.586,97","6,19"
2025-01,"6.139.805.357,00","5.986.463.826,94","153.341.530,06","2,50"
2025-02,"6.216.590.271,00","6.058.885.907,72","157.704.363,28","2,54"
2025-03,"6.060.350.507,00","6.028.133.668,77","32.216.838,23","0,53"
2025-04,"6.290.121.840,00","6.167.165.456,46","122.956.383,54","1,95"
2025-05,"6.163.701.506,00","6.135.371.280,70","28.330.225,30","0,46"
2025-06,"6.256.691.610,00","6.210.184.871,86","46.506.738,14","0,74"
2025-07,"5.982.332.340,00","6.200.793.745,04","-218.461.405,04","-3,65"
2025-08,"6.145.274.833,00","6.281.122.922,93","-135.848.089,93","-2,21"
