Mês,Real,Previsto,Erro,Erro %
2024-09,"344.616.368,20","371.380.607,00","-26.764.238,80","-7,77"
2024-10,"367.575.659,40","397.319.556,25","-29.743.896,85","-8,09"
2024-11,"470.020.601,00","480.602.724,72","-10.582.123,72","-2,25"
2024-12,"527.660.204,10","511.677.773,88","15.982.430,22","3,03"
2025-01,"484.621.626,30","486.658.548,99","-2.036.922,69","-0,42"
2025-02,"658.543.877,60","609.641.566,51","48.902.311,09","7,43"
2025-03,"432.016.797,70","410.001.018,13","22.015.779,57","5,10"
2025-04,"437.896.171,40","440.495.077,35","-2.598.905,95","-0,59"
2025-05,"559.635.213,90","488.543.040,06","71.092.173,84","12,70"
2025-06,"578.756.032,80","474.229.978,99","104.526.053,81","18,06"
2025-07,"353.023.347,70","373.548.752,91","-20.525.405,21","-5,81"
2025-08,"467.714.646,80","439.145.875,53","28.568.771,27","6,11"
