Mês,Real,Previsto,Erro,Erro %
2024-09,"383.116,88","304.603,20","78.513,68","20,49"
2024-10,"314.377,77","289.136,15","25.241,62","8,03"
2024-11,"195.549,44","302.304,84","-106.755,40","-54,59"
2024-12,"206.502,55","278.369,47","-71.866,92","-34,80"
2025-01,"599.172,78","306.232,96","292.939,82","48,89"
2025-02,"82.277,43","286.707,13","-204.429,70","-248,46"
2025-03,"327.084,45","315.960,51","11.123,94","3,40"
2025-04,"173.814,03","294.172,75","-120.358,72","-69,25"
2025-05,"255.179,99","312.066,43","-56.886,44","-22,29"
2025-06,"146.435,27","309.676,17","-163.240,90","-111,48"
2025-07,"295.249,64","316.169,32","-20.919,68","-7,09"
2025-08,"250.418,14","300.814,15","-50.396,01","-20,12"
