Mês,Real,Previsto,Erro,Erro %
2024-09,"138.951.811,40","203.960.798,43","-65.008.987,03","-46,79"
2024-10,"218.710.229,30","199.424.177,84","19.286.051,46","8,82"
2024-11,"152.647.510,20","188.409.613,97","-35.762.103,77","-23,43"
2024-12,"161.224.453,10","216.796.120,02","-55.571.666,92","-34,47"
2025-01,"2.674.174.988,00","2.542.506.389,07","131.668.598,93","4,92"
2025-02,"846.919.387,00","836.810.701,02","10.108.685,98","1,19"
2025-03,"838.805.570,90","791.443.192,81","47.362.378,09","5,65"
2025-04,"760.600.867,50","778.751.856,44","-18.150.988,94","-2,39"
2025-05,"717.742.392,70","714.213.622,88","3.528.769,82","0,49"
2025-06,"299.183.003,10","324.806.761,97","-25.623.758,87","-8,56"
2025-07,"249.150.590,40","301.772.791,14","-52.622.200,74","-21,12"
2025-08,"219.933.155,60","254.123.406,51","-34.190.250,91","-15,55"
