Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),34604781.96519944,"34.604.781,97"
MAE (Mean Absolute Error),21880952.202913936,"21.880.952,20"
MAPE (Mean Absolute % Error),19.920910567828308,"19,92"
