Mês,Real,Previsto,Erro,Erro %
2024-09,"11.924.541,08","13.121.522,99","-1.196.981,91","-10,04"
2024-10,"10.336.852,01","9.846.308,91","490.543,10","4,75"
2024-11,"6.690.171,31","7.529.884,62","-839.713,31","-12,55"
2024-12,"5.870.179,66","8.171.707,56","-2.301.527,90","-39,21"
2025-01,"13.406.473,22","12.325.552,18","1.080.921,04","8,06"
2025-02,"15.061.431,07","14.444.284,44","617.146,63","4,10"
2025-03,"15.927.363,32","14.736.471,46","1.190.891,86","7,48"
2025-04,"17.097.526,78","12.297.731,23","4.799.795,55","28,07"
2025-05,"15.444.552,15","12.321.951,71","3.122.600,44","20,22"
2025-06,"13.309.059,93","12.892.715,34","416.344,59","3,13"
2025-07,"17.933.448,42","15.363.812,69","2.569.635,73","14,33"
2025-08,"14.467.818,23","14.511.814,07","-43.995,84","-0,30"
