Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),633854.9315909131,"633.854,93"
MAE (Mean Absolute Error),449334.9230815408,"449.334,92"
MAPE (Mean Absolute % Error),40.57436086672168,"40,57"
