Mês,Valores_Previstos
2025-09,"905.829.480,39"
2025-10,"887.454.145,36"
2025-11,"1.009.189.830,09"
2025-12,"1.151.600.153,35"
2026-01,"980.488.208,76"
2026-02,"1.167.404.696,93"
2026-03,"931.355.605,16"
2026-04,"1.000.172.639,30"
2026-05,"1.044.036.210,87"
2026-06,"1.179.978.124,29"
2026-07,"848.801.036,19"
2026-08,"1.019.041.198,42"
