Mês,Valores_Previstos
2025-09,"818.224.442,93"
2025-10,"824.656.095,89"
2025-11,"1.009.729.168,12"
2025-12,"1.041.678.788,08"
2026-01,"1.000.273.873,74"
2026-02,"1.041.202.854,75"
2026-03,"916.815.059,09"
2026-04,"952.708.346,87"
2026-05,"1.046.482.168,29"
2026-06,"1.029.703.308,53"
2026-07,"867.292.551,96"
2026-08,"992.150.781,50"
