Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),241561497.75982967,"241.561.497,76"
MAE (Mean Absolute Error),217416622.364504,"217.416.622,36"
MAPE (Mean Absolute % Error),8.543844003481622,"8,54"
