Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),100325833.57948782,"100.325.833,58"
MAE (Mean Absolute Error),74881691.3589573,"74.881.691,36"
MAPE (Mean Absolute % Error),4.492667547257393,"4,49"
