Mês,Real,Previsto,Erro,Erro %
2024-09,"135.401.011,00","119.881.456,95","15.519.554,05","11,46"
2024-10,"150.710.943,70","120.785.129,82","29.925.813,88","19,86"
2024-11,"144.373.273,50","124.085.364,30","20.287.909,20","14,05"
2024-12,"200.309.745,40","141.872.708,68","58.437.036,72","29,17"
2025-01,"121.427.003,80","106.580.280,67","14.846.723,13","12,23"
2025-02,"112.072.999,40","106.882.616,51","5.190.382,89","4,63"
2025-03,"108.754.959,20","123.569.220,77","-14.814.261,57","-13,62"
2025-04,"120.801.622,30","116.360.898,86","4.440.723,44","3,68"
2025-05,"114.129.248,10","120.285.854,15","-6.156.606,05","-5,39"
2025-06,"118.949.651,80","120.242.704,31","-1.293.052,51","-1,09"
2025-07,"112.896.321,50","125.003.827,85","-12.107.506,35","-10,72"
2025-08,"115.295.653,90","131.144.954,05","-15.849.300,15","-13,75"
