Mês,Valores_Previstos
2025-09,"75.746.434,18"
2025-10,"55.280.138,51"
2025-11,"76.401.586,18"
2025-12,"101.399.019,71"
2026-01,"62.570.317,65"
2026-02,"74.440.717,67"
2026-03,"74.885.109,48"
2026-04,"75.627.664,07"
2026-05,"78.846.762,81"
2026-06,"80.442.660,15"
2026-07,"80.081.729,39"
2026-08,"80.333.183,64"
