Mês,Valores_Previstos
2025-09,"3.649.870.028,39"
2025-10,"3.651.005.847,09"
2025-11,"3.651.587.645,53"
2025-12,"3.650.615.409,41"
2026-01,"3.649.972.267,50"
2026-02,"3.650.061.678,50"
2026-03,"3.650.138.936,55"
2026-04,"3.651.314.879,29"
2026-05,"3.651.393.584,11"
2026-06,"3.651.323.559,97"
2026-07,"3.651.474.410,89"
2026-08,"3.651.172.612,59"
