Mês,Real,Previsto,Erro,Erro %
2024-09,"1.193.653.403,00","1.381.409.302,79","-187.755.899,79","-15,73"
2024-10,"1.265.296.493,00","1.411.916.646,98","-146.620.153,98","-11,59"
2024-11,"1.439.140.438,00","1.517.665.782,90","-78.525.344,90","-5,46"
2024-12,"1.703.523.894,00","1.585.162.185,80","118.361.708,20","6,95"
2025-01,"1.535.628.006,00","1.548.187.164,86","-12.559.158,86","-0,82"
2025-02,"1.957.625.378,00","1.602.009.129,10","355.616.248,90","18,17"
2025-03,"1.382.580.880,00","1.613.117.935,85","-230.537.055,85","-16,67"
2025-04,"1.436.144.173,00","1.507.549.044,19","-71.404.871,19","-4,97"
2025-05,"1.538.185.690,00","1.554.091.265,41","-15.905.575,41","-1,03"
2025-06,"1.644.304.181,00","1.580.006.171,72","64.298.009,28","3,91"
2025-07,"1.325.167.167,00","1.563.661.588,15","-238.494.421,15","-18,00"
2025-08,"1.421.830.053,00","1.575.780.541,13","-153.950.488,13","-10,83"
