Mês,Real,Previsto,Erro,Erro %
2024-09,"9.618.017,14","8.737.844,75","880.172,39","9,15"
2024-10,"18.494.083,48","13.128.972,93","5.365.110,55","29,01"
2024-11,"12.044.066,58","97.564.281,27","-85.520.214,69","-710,06"
2024-12,"13.134.159,67","16.277.650,52","-3.143.490,85","-23,93"
2025-01,"48.354.849,72","8.299.559,88","40.055.289,84","82,84"
2025-02,"12.398.796,34","8.146.944,15","4.251.852,19","34,29"
2025-03,"9.813.160,45","8.391.853,44","1.421.307,01","14,48"
2025-04,"13.791.370,45","14.656.283,22","-864.912,77","-6,27"
2025-05,"27.582.986,71","35.827.629,43","-8.244.642,72","-29,89"
2025-06,"10.199.391,58","11.161.551,45","-962.159,87","-9,43"
2025-07,"32.393.045,57","9.346.578,73","23.046.466,84","71,15"
2025-08,"18.276.677,33","7.954.406,95","10.322.270,38","56,48"
